"","Species","CommonName","Catch","r","r_lo","r_hi","k","k_lo","k_hi","msy","msy_lo","msy_hi","bmsy","bmsy_lo","bmsy_hi","year","catch","catch_ma","b","b_lo","b_hi","bbmsy","bbmsy_lo","bbmsy_hi","s","s_lo","s_hi","f","f_lo","f_hi","fmsy","fmsy_lo","fmsy_hi","ffmsy","ffmsy_lo","ffmsy_hi","er"
"1","Octopus sp","Octopus",0,0.565525438699537,0.407485471376748,0.784859938038403,1217.02137727977,734.425892237263,2016.7331359247,172.064137073214,121.548708205566,243.573689131104,608.510688639885,367.212946118632,1008.36656796235,2015,121.29631,143.93754,574.059416470762,262.076467939262,726.059930490912,0.943384277692595,0.430685069024906,1.19317531153605,0.471692138846298,0.215342534512453,0.596587655768026,0.211295741381115,0.167061016461806,0.46282793321265,0.282762719349769,0.203742735688374,0.392429969019201,0.747254595184979,0.590816981976881,1.6368067695662,0.747254595184979
"2","Octopus sp","Octopus",20,0.565525438699537,0.407485471376748,0.784859938038403,1457.55998628337,878.21354508018,2419.09399543639,206.071812668448,145.128752924155,292.606331418368,728.779993141683,439.10677254009,1209.54699771819,2015,145.555572,172.725048,680.934443771734,313.146116360835,869.150957103718,0.934348431872159,0.429685391075158,1.19261089119216,0.46717421593608,0.214842695537579,0.596305445596079,0.213758568583724,0.167468689771725,0.464816788059022,0.282762719349769,0.203742735688374,0.392429969019201,0.755964467576474,0.592258732540237,1.64384042255605,0.755964467576474
"3","Octopus sp","Octopus",40,0.565525438699537,0.407485471376748,0.784859938038403,1690.04782956463,1017.66095452352,2806.69279244721,238.941260059434,168.072882999532,339.691476339757,845.023914782314,508.830477261761,1403.3463962236,2015,169.814834,201.512556,796.684132546979,360.8933729203,1006.93998160116,0.942794776112594,0.427080661987264,1.19161122423447,0.471397388056297,0.213540330993632,0.595805612117234,0.213152022316682,0.168644444656943,0.470540183727624,0.282762719349769,0.203742735688374,0.392429969019201,0.753819396018113,0.596416829788426,1.66408140652227,0.753819396018113
"4","Octopus sp","Octopus",60,0.565525438699537,0.407485471376748,0.784859938038403,1925.04100493102,1156.80158120521,3203.47320653293,272.164914707053,190.679319374493,388.472861349045,962.52050246551,578.400790602607,1601.73660326647,2015,194.074096,230.300064,886.123622004697,410.107174757862,1147.43744819348,0.920628308420318,0.426076300408528,1.19211740971159,0.460314154210159,0.213038150204264,0.596058704855796,0.219014696347832,0.169136972394921,0.473227751049678,0.282762719349769,0.203742735688374,0.392429969019201,0.774552942663273,0.598158670930393,1.67358608001046,0.774552942663273
"5","Anisotremus interruptus","Burrito grunt",0,0.588604969678355,0.484445665234005,0.715159274183424,24.0334359464734,15.93157579783,36.255424493032,3.53654995913517,2.31410131529144,5.40477010700104,12.0167179732367,7.96578789891498,18.127712246516,2015,0.9207,3.59266666666667,12.246267670095,9.7241069735946,17.0355016266698,1.01910252844159,0.809214878409551,1.41765011583119,0.509551264220796,0.404607439204775,0.708825057915595,0.0751820901521136,0.0540459576816105,0.0946822163207502,0.294302484839178,0.242222832617003,0.357579637091712,0.255458563977797,0.183640847311038,0.321717352717866,0.255458563977797
"6","Anisotremus interruptus","Burrito grunt",20,0.588604969678355,0.484445665234005,0.715159274183424,29.1489626645487,19.4657038207094,43.6491807460517,4.28930607133055,2.84753924266388,6.4610686651474,14.5744813322743,9.73285191035468,21.8245903730258,2015,1.10484,4.3112,14.8940208440579,11.7968067134562,20.3343591510936,1.02192458890979,0.809415199382282,1.39520293638611,0.510962294454897,0.404707599691141,0.697601468193053,0.0741801029801019,0.0543336523069417,0.0936558533878283,0.294302484839178,0.242222832617003,0.357579637091712,0.252053947219093,0.18461839469902,0.318229910423647,0.252053947219093
"7","Anisotremus interruptus","Burrito grunt",40,0.588604969678355,0.484445665234005,0.715159274183424,33.7351590378204,22.5574957172111,50.4515647292667,4.96417056563771,3.30391724182326,7.45871872721141,16.8675795189102,11.2787478586056,25.2257823646333,2015,1.28898,5.02973333333333,17.4471696379063,13.7041804909873,23.6991101158501,1.03436119084818,0.812456848098664,1.40500953852218,0.51718059542409,0.406228424049332,0.702504769261088,0.0738790317714065,0.0543893839768238,0.0940574302015146,0.294302484839178,0.242222832617003,0.357579637091712,0.251030948011798,0.184807763368172,0.319594414069975,0.251030948011798
"8","Anisotremus interruptus","Burrito grunt",60,0.588604969678355,0.484445665234005,0.715159274183424,38.7574885595775,25.7343089758344,58.371216451017,5.70321259460481,3.74387723166227,8.68795419469918,19.3787442797888,12.8671544879172,29.1856082255085,2015,1.47312,5.74826666666667,19.8514664913033,15.6693902955844,27.3794182413377,1.02439385156692,0.808586463052043,1.41285822476606,0.512196925783462,0.404293231526021,0.706429112383028,0.0742071121367964,0.0538039189516404,0.0940125922075681,0.294302484839178,0.242222832617003,0.357579637091712,0.252145720676966,0.182818432474472,0.319442060636836,0.252145720676966
"9","Balistes polylepis","Finescale triggerfish",0,0.920811437856805,0.763284077863715,1.11084945785979,280.696258174537,197.007403424098,399.936185055819,64.61708127268,46.63360308123,89.5355905681823,140.348129087269,98.5037017120489,199.96809252791,2015,87.38358,64.0524766666667,162.772834617871,115.665859224592,211.547987001165,1.15977915542186,0.824135383754709,1.50730892087364,0.57988957771093,0.412067691877354,0.753654460436818,0.536843756546624,0.413067414342822,0.755482910737947,0.460405718928402,0.381642038931857,0.555424728929894,1.16602321490735,0.897181328034412,1.64090687773458,1.16602321490735
"10","Balistes polylepis","Finescale triggerfish",20,0.920811437856805,0.763284077863715,1.11084945785979,335.357998795642,234.472955812604,479.650145435546,77.2003702669489,55.2985599423281,107.776715624597,167.678999397821,117.236477906302,239.825072717773,2015,104.860296,76.862972,193.47710914536,138.267047089551,252.051746344649,1.15385414894046,0.824593703362402,1.50318016716364,0.576927074470229,0.412296851681201,0.751590083581821,0.541977789843955,0.416026857662064,0.758389639521883,0.460405718928402,0.381642038931857,0.555424728929894,1.17717432160793,0.903609231072042,1.64722028494138,1.17717432160793
"11","Balistes polylepis","Finescale triggerfish",40,0.920811437856805,0.763284077863715,1.11084945785979,393.22750708157,276.053159812192,560.138027149499,90.5220965501568,65.3593824428051,125.372206064012,196.613753540785,138.026579906096,280.06901357475,2015,122.337012,89.6734673333333,225.08355686169,161.912417575089,297.312948057806,1.14480067039155,0.823505043056424,1.51216760121581,0.572400335195776,0.411752521528212,0.756083800607907,0.543518210329215,0.41147556068165,0.755575229078797,0.460405718928402,0.381642038931857,0.555424728929894,1.180520110815,0.893723826105727,1.64110739292597,1.180520110815
"12","Balistes polylepis","Finescale triggerfish",60,0.920811437856805,0.763284077863715,1.11084945785979,446.708513866264,312.029769871639,639.517493611893,102.833577239018,73.5226746867827,143.829704955961,223.354256933132,156.01488493582,319.758746805946,2015,139.813728,102.483962666667,255.220584652145,184.295866305205,335.507103922281,1.14267168289769,0.825128067115279,1.50212988339293,0.571335841448845,0.41256403355764,0.751064941696466,0.547815248486168,0.416723599487143,0.75863735200908,0.460405718928402,0.381642038931857,0.555424728929894,1.18985326629133,0.905122552467573,1.64775831580636,1.18985326629133
"13","Mycteroperca prionura","Sawtail grouper",0,0.326279794623039,0.197207264353439,0.539830541883363,10.9332689625696,2.04724107392748,58.3890054426107,0.891826187916426,0.0897034659600724,8.86647958293564,5.4666344812848,1.02362053696374,29.1945027213053,2015,1.63548,0.62356,5.15016204479986,4.40425658575778,6.39121287482313,0.942108359801922,0.80566143590465,1.16913118971163,0.471054179900961,0.402830717952325,0.584565594855816,0.317558940043712,0.255895090968201,0.37134076277225,0.16313989731152,0.0986036321767196,0.269915270941682,1.94654370437248,1.56856229031187,2.27621059527312,1.94654370437248
"14","Mycteroperca prionura","Sawtail grouper",20,0.326279794623039,0.197207264353439,0.539830541883363,13.2116881711876,2.44157115095884,71.4903205930128,1.07767672577969,0.105640403999322,10.9937777717576,6.60584408559381,1.22078557547942,35.7451602965064,2015,1.962576,0.748272,6.2123669546562,5.31954072148332,7.72922538645095,0.940434995764476,0.805277970923399,1.1700587065485,0.470217497882238,0.4026389854617,0.58502935327425,0.315914371176841,0.253916259634546,0.36893711370119,0.16313989731152,0.0986036321767196,0.269915270941682,1.93646297676401,1.55643263125075,2.26147692735576,1.93646297676401
"15","Mycteroperca prionura","Sawtail grouper",40,0.326279794623039,0.197207264353439,0.539830541883363,15.4582437865072,2.84315449313529,84.0465411007537,1.26092815197362,0.122454061885246,12.9839694981256,7.72912189325359,1.42157724656764,42.0232705503768,2015,2.289672,0.872984,7.26085873280279,6.2285841703477,9.05802060855261,0.939415736105867,0.805859223902828,1.17193398340101,0.469707868052933,0.402929611951414,0.585966991700503,0.315344518363347,0.25277840479167,0.367607137895061,0.16313989731152,0.0986036321767196,0.269915270941682,1.93296994518263,1.5494579128549,2.25332456347638,1.93296994518263
"16","Mycteroperca prionura","Sawtail grouper",60,0.326279794623039,0.197207264353439,0.539830541883363,17.7006314838091,3.28458948935615,95.3885884190139,1.44383960130883,0.142676282483621,14.611207679503,8.85031574190453,1.64229474467808,47.694294209507,2015,2.616768,0.997696,8.33093869778838,7.13326875352624,10.344609057211,0.941315422041159,0.805990312837269,1.16884067855695,0.47065771102058,0.402995156418634,0.584420339278476,0.314102419298161,0.252959583637036,0.366839956605649,0.16313989731152,0.0986036321767196,0.269915270941682,1.92535624010094,1.55056848634643,2.24862196587729,1.92535624010094
"17","Mycteroperca jordani","Gulf grouper",0,0.326279794623039,0.197207264353439,0.539830541883363,68.1087176389716,20.3990647549984,227.402455658587,5.55562460082056,1.40307067917159,21.9981538802207,34.0543588194858,10.1995323774992,113.701227829293,2015,19.555,7.4463,35.4282990960321,27.6255019478387,47.9054128024876,1.04034550419314,0.811217797236325,1.40673365945379,0.520172752096571,0.405608898618162,0.703366829726894,0.551959887969617,0.408200219057178,0.707860441302494,0.16313989731152,0.0986036321767196,0.269915270941682,3.38335316538563,2.50214831432503,4.33897809774158,3.38335316538563
"18","Mycteroperca jordani","Gulf grouper",20,0.326279794623039,0.197207264353439,0.539830541883363,81.0605319609449,24.487860136722,268.329278471245,6.6121034300629,1.69826167389045,25.7439194689557,40.5302659804725,12.243930068361,134.164639235622,2015,23.466,8.93556,42.0639115345809,32.8653814155795,57.2257778716272,1.03783951368213,0.810884918234045,1.4119270250829,0.518919756841065,0.405442459117022,0.705963512541451,0.557865380177697,0.410059956767045,0.714003580341112,0.16313989731152,0.0986036321767196,0.269915270941682,3.41955211061853,2.51354796419925,4.37663374874942,3.41955211061853
"19","Mycteroperca jordani","Gulf grouper",40,0.326279794623039,0.197207264353439,0.539830541883363,95.6841527975827,28.5740689895537,320.411387679447,7.8049514308687,1.95982331726118,31.0830401402459,47.8420763987913,14.2870344947768,160.205693839723,2015,27.377,10.42482,49.9623824537855,38.8820877970494,67.4362326735938,1.04431885517092,0.812717396982203,1.40955906912304,0.52215942758546,0.406358698491102,0.704779534561521,0.547952252383548,0.405968704279652,0.704103137231163,0.16313989731152,0.0986036321767196,0.269915270941682,3.35878752784317,2.48846977943381,4.31594691938944,3.35878752784317
"20","Mycteroperca jordani","Gulf grouper",60,0.326279794623039,0.197207264353439,0.539830541883363,111.251074719685,33.1868572006224,372.942865649022,9.07474445278282,2.2738384343852,36.216727467525,55.6255373598426,16.5934286003112,186.471432824511,2015,31.288,11.91408,58.1965594065326,45.2769070458419,78.4006527622328,1.04622017455864,0.813959005068927,1.40943632157758,0.523110087279319,0.406979502534463,0.70471816078879,0.537626284424091,0.399078309907543,0.691036602131889,0.16313989731152,0.0986036321767196,0.269915270941682,3.29549235523595,2.4462336711264,4.23585286934647,3.29549235523595
"21","Scarus perrico","Bumphead parrotfish",0,0.865022293110741,0.572209554884873,1.30767401765794,0.796087409658131,0.343287640587389,1.84613452069464,0.172158339154767,0.0744218555218427,0.398249862660694,0.398043704829066,0.171643820293695,0.92306726034732,2015,0.1395,0.0792666666666667,0.372085604854935,0.179039859180528,0.473759846277021,0.934785804525465,0.449799499422843,1.19022067308029,0.467392902262732,0.224899749711422,0.595110336540143,0.374913724637068,0.294452983080441,0.779156108804469,0.432511146555371,0.286104777442437,0.653837008828972,0.866830202234039,0.680798600048899,1.80147058638804,0.866830202234039
"22","Scarus perrico","Bumphead parrotfish",20,0.865022293110741,0.572209554884873,1.30767401765794,0.956878263969589,0.408984326573646,2.23875574824156,0.206930257531701,0.0879134759619375,0.487071305207808,0.478439131984794,0.204492163286823,1.11937787412078,2015,0.1674,0.09512,0.4432350931006,0.210579424423559,0.569109724034221,0.926418980951346,0.440138379881208,1.18951332779424,0.463209490475673,0.220069189940604,0.594756663897121,0.377677676261987,0.2941436298318,0.794949461269741,0.432511146555371,0.286104777442437,0.653837008828972,0.873220677131465,0.680083350855661,1.83798606718213,0.873220677131465
"23","Scarus perrico","Bumphead parrotfish",40,0.865022293110741,0.572209554884873,1.30767401765794,1.11570793712288,0.479705454595056,2.59493443119132,0.241278059552972,0.103703791713954,0.561359435942539,0.55785396856144,0.239852727297528,1.29746721559566,2015,0.1953,0.110973333333333,0.521892362904379,0.245945239390339,0.663703062472914,0.935535807426813,0.440877457633881,1.1897433734933,0.467767903713406,0.22043872881694,0.59487168674665,0.374215094685689,0.294258096794559,0.794079204314421,0.432511146555371,0.286104777442437,0.653837008828972,0.865214914496501,0.680348007532536,1.83597396422883,0.865214914496501
"24","Scarus perrico","Bumphead parrotfish",60,0.865022293110741,0.572209554884873,1.30767401765794,1.27805124638806,0.546597677021028,2.98833137618923,0.276385704965911,0.117564262791948,0.649764274409552,0.639025623194032,0.273298838510514,1.49416568809461,2015,0.2232,0.126826666666667,0.593456260615529,0.283394353456433,0.761478723667828,0.928689303019284,0.443478857764651,1.19162471116845,0.464344651509642,0.221739428882325,0.595812355584226,0.376101854193093,0.293113902020674,0.787595085356254,0.432511146555371,0.286104777442437,0.653837008828972,0.869577251796779,0.677702538663127,1.8209821680409,0.869577251796779
"25","Lutjanus argentiventris","Yellow snapper",0,0.378136514156056,0.307547725161866,0.464926941868411,4.00465007216811,2.06623315440429,7.76157432491671,0.378576104676112,0.15515324534263,0.923731029378346,2.00232503608405,1.03311657720215,3.88078716245835,2014,0.0555,0.4281,0.467576405007138,0.0591548748586825,0.78735817910234,0.233516735085917,0.0295430930506526,0.39322196192591,0.116758367542958,0.0147715465253263,0.196610980962955,0.118697178483916,0.0704888848214863,0.938215153570796,0.0883012042024916,0.0718175406628996,0.108568221518591,1.34423057483701,0.798277729710704,10.6251682753872,0.627800670077209
"26","Lutjanus argentiventris","Yellow snapper",20,0.378136514156056,0.307547725161866,0.464926941868411,4.70189922604092,2.44504347832726,9.04190724124421,0.444489945812036,0.184982523907286,1.06805393155415,2.35094961302046,1.22252173916363,4.5209536206221,2014,0.0666,0.51372,0.538241265564622,0.0669838273512531,0.925376052261666,0.228946321343357,0.0284922428708259,0.393617986168899,0.114473160671678,0.0142461214354129,0.19680899308445,0.123736332126329,0.0719707408001604,0.994269850403735,0.0865729638816291,0.0704119203133268,0.106443313034189,1.42927221823563,0.831330447442757,11.484761590965,0.654453233126616
"27","Lutjanus argentiventris","Yellow snapper",40,0.378136514156056,0.307547725161866,0.464926941868411,5.53733341669201,2.86142450716938,10.7156632267562,0.523466988976947,0.215181049637763,1.27342853383174,2.768666708346,1.43071225358469,5.35783161337811,2014,0.0777,0.59934,0.639889622714986,0.0807630426858837,1.08868128261846,0.231118328828122,0.0291703737551464,0.393215001046059,0.115559164414061,0.0145851868775732,0.19660750052303,0.121427191880885,0.0713707503201657,0.962073708666513,0.0873942792206391,0.071079916274301,0.107453137831797,1.38941808278235,0.816652428015113,11.0084288954157,0.642239970672459
"28","Lutjanus argentiventris","Yellow snapper",60,0.378136514156056,0.307547725161866,0.464926941868411,6.31259291744308,3.26937526025758,12.1885149819764,0.596755470272034,0.246389874543768,1.44533979717716,3.15629645872154,1.63468763012879,6.09425749098821,2014,0.0888,0.68496,0.736203921664851,0.0930294607040198,1.24287039602536,0.233249294321057,0.0294742467701217,0.393774923325417,0.116624647160529,0.0147371233850608,0.196887461662708,0.120618754378797,0.0714475139837414,0.954536329975339,0.0882000750839244,0.0717352898640516,0.108443881101654,1.36755840926468,0.810061827223587,10.8223981563176,0.63796406780763
